,Company,Location_HQ,Industry,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,Census Count,List_of_Employees_Laid_Off
281,OnePipe,Lagos,Finance,0.275,29-03-2023,https://disrupt-africa.com/2023/03/29/nigerian-fintech-startup-onepipe-secures-4-8m-credit-facility-lays-off-staff/,9.0,Seed,31-03-2023 04:01,Nigeria,661.5,Unknown
282,Shift,SF Bay Area,Transportation,0.3,29-03-2023,https://techcrunch.com/2023/03/29/online-used-car-marketplace-shift-cuts-workforce-30-following-carlotz-merger/,504.0,Post-IPO,29-03-2023 23:19,United States,980.75,Unknown
283,Lucid Motors,SF Bay Area,Transportation,0.18,28-03-2023,https://techcrunch.com/2023/03/28/lucid-to-lay-off-1300-employees-in-restructuring/,8300.0,Post-IPO,29-03-2023 00:54,United States,1300.0,Unknown
284,Blue Nile,Seattle,Retail,0.255,28-03-2023,https://www.retaildive.com/news/blue-nile-to-lay-off-119-workers-close-seattle-fulfillment-center/646172/,62.0,Acquired,29-03-2023 00:56,United States,119.0,Unknown
285,AEye,SF Bay Area,Transportation,0.33,28-03-2023,https://investors.aeye.ai/node/8921/html,314.0,Post-IPO,29-03-2023 23:07,United States,46.0,Unknown
286,Rackspace,San Antonio,Data,0.33999999999999997,27-03-2023,https://www.bizjournals.com/sanantonio/news/2023/03/27/rackspace-reducing-workforce.html,17.0,Acquired,28-03-2023 00:14,United States,275.0,Unknown
287,Better Therapeutics,SF Bay Area,Healthcare,0.35,27-03-2023,https://www.mobihealthnews.com/news/prescription-digital-therapeutics-company-better-therapeutics-announces-layoffs,143.0,Post-IPO,01-04-2023 02:03,United States,222.5,Unknown
288,Aspiration,Los Angeles,Finance,0.3333333333333333,24-03-2023,"https://ccwd.hecc.oregon.gov/Layoff/uploads/LOT8534/WARN%208534%20Aspirations,%20OR%20-%20Govt%20Official%20WARN%20letter.pdf",250.0,Unknown,29-03-2023 00:44,United States,170.0,Unknown
289,The Meet Group,New Hope,Consumer,0.31666666666666665,24-03-2023,https://technical.ly/startups/the-meet-group-geoff-cook-layoffs-parship-reorganization/,275.0,Acquired,29-03-2023 23:09,United States,335.0,Unknown
290,Cimpress,Paris,Retail,0.3,23-03-2023,https://www.marketwatch.com/story/cimpress-plans-to-cut-about-500-jobs-768d3efc,300.0,Post-IPO,11-04-2023 21:00,France,500.0,https://vistaprint.app.box.com/s/o8pod64rlqvg0nkyrmr05glvi09hk5jc
291,Veeam,Columbus,Data,0.2833333333333333,23-03-2023,https://blocksandfiles.com/2023/03/23/200-people-get-laid-off-by-veeam/,500.0,Acquired,24-03-2023 18:36,United States,200.0,Unknown
292,TakeOff,Kyiv,Retail,0.26666666666666666,23-03-2023,https://dou.ua/lenta/news/takeoff-layoff/?,146.0,Unknown,26-03-2023 21:25,Ukraine,50.0,Unknown
293,Slite,Paris,Other,0.25,23-03-2023,https://www.linkedin.com/posts/christophepasquier_we-always-pride-ourselves-to-grow-healthily-activity-7044698064845971456-s_EB/,15.0,Series A,24-03-2023 18:39,France,10.0,Unknown
294,Indeed,Austin,HR,0.15,22-03-2023,https://www.indeed.com/press/releases/a-message-from-our-ceo-chris-hyams,5.0,Acquired,22-03-2023 16:24,United States,2200.0,Unknown
295,Logitech,Geneva,Hardware,0.15,22-03-2023,https://www.bloomberg.com/news/articles/2023-03-22/logitech-cuts-300-jobs-on-post-covid-slump-in-computer-gadgets?srnd=technology-vp#xj4y7vzkg,104.5,Post-IPO,23-03-2023 16:47,Switzerland,300.0,Unknown
296,Glassdoor,SF Bay Area,HR,0.15,22-03-2023,https://www.glassdoor.com/about-us/a-message-from-glassdoor-ceo-christian-sutherland-wong/,204.0,Acquired,22-03-2023 21:04,United States,140.0,https://docs.google.com/spreadsheets/d/1WL5GRUK7FYW83bIy8cuwdx7R5UGbhYj1AuAqi8Kcj84/edit
297,Wejo,Chester,Transportation,0.16,22-03-2023,https://wejo.gcs-web.com/node/7461/html,376.0,Post-IPO,24-03-2023 18:27,United Kingdom,40.0,Unknown
298,Rewind,Ottawa,Data,0.21500000000000002,22-03-2023,https://rewind.com/blog/a-difficult-update-at-rewind/,80.0,Series B,22-03-2023 23:43,Canada,593.3333333333334,Unknown
299,Roofstock,SF Bay Area,Real Estate,0.27,22-03-2023,https://techcrunch.com/2023/03/22/roofstock-valued-at-1-9b-last-year-cuts-27-of-staff-in-second-round-of-layoffs/,365.0,Series E,23-03-2023 16:30,United States,1146.6666666666667,Unknown
300,Just Eat,London,Food,0.15500000000000003,21-03-2023,https://www.yahoo.com/entertainment/just-eat-lay-off-1-124953457.html,287.0,Acquired,21-03-2023 23:55,United Kingdom,1700.0,Unknown
301,Marvell,SF Bay Area,Hardware,0.04,21-03-2023,https://www.bloomberg.com/news/articles/2023-03-21/marvell-to-cut-4-of-workforce-in-response-to-chip-slowdown?leadSource=uverify%20wall,209.0,Post-IPO,21-03-2023 23:29,United States,320.0,Unknown
302,Workhuman,Dublin,HR,0.1,21-03-2023,https://www.independent.ie/business/technology/irish-tech-unicorn-workhuman-to-lay-off-10pc-of-staff-42397380.html,131.0,Unknown,21-03-2023 23:35,Ireland,130.0,Unknown
303,FreshBooks,Toronto,Finance,0.1,21-03-2023,https://betakit.com/freshbooks-lays-off-10-percent-of-staff/,331.0,Unknown,21-03-2023 23:32,Canada,80.0,Unknown
304,Xing,Hamburg,HR,0.08,21-03-2023,https://www.mopo.de/hamburg/wegen-neuer-ausrichtung-hamburgs-job-netzwerk-xing-entlaesst-68-mitarbeiter/,216.0,Series A,21-03-2023 23:35,Germany,68.0,Unknown
305,Mr Yum,Melbourne,Food,0.060000000000000005,21-03-2023,https://www.linkedin.com/feed/update/urn:li:activity:7043914147142520832/,101.0,Series A,21-03-2023 23:57,Australia,40.0,Unknown
306,Smallcase,Bengaluru,Finance,0.04,21-03-2023,https://www.businesstoday.in/entrepreneurship/news/story/startup-layoffs-sequoia-backed-smallcase-lays-off-4-employees-374171-2023-03-20,62.0,Series C,21-03-2023 03:43,India,15.0,Unknown
307,Expedia,Seattle,Travel,0.055,21-03-2023,https://www.geekwire.com/2023/expedia-group-lays-off-workers-as-part-of-strategic-actions/,3300.0,Post-IPO,22-03-2023 23:59,United States,1812.0,Unknown
308,GAMURS Group,Sydney,Consumer,0.07,21-03-2023,https://esportsinsider.com/2023/03/layoffs-gamurs-group,17.0,Series A,23-03-2023 16:45,Australia,3609.0,Unknown
309,Grin,Sacramento,Marketing,0.085,21-03-2023,https://www.businessinsider.com/influencer-marketing-platform-grin-lays-off-staffers-2023-3,145.0,Series B,24-03-2023 18:38,United States,5406.0,Unknown
310,Laybuy,Auckland,Finance,0.1,21-03-2023,https://www.nbr.co.nz/investment/laybuy-begins-further-restructure-affecting-10-of-staff/,130.0,Post-IPO,21-03-2023 23:58,New Zealand,7203.0,Unknown
311,Amazon,Seattle,Retail,0.1,20-03-2023,https://www.cnbc.com/2023/03/20/amazon-layoffs-company-to-cut-off-9000-more-workers.html,108.0,Post-IPO,20-03-2023 15:07,United States,9000.0,Unknown
312,Huuuge Games,Warsaw,Consumer,0.1,20-03-2023,"https://biznes.pap.pl/espi/pl/reports/view/2,530635",57.0,Series C,21-03-2023 03:42,Poland,4550.0,Unknown
313,Livspace,Bengaluru,Retail,0.02,17-03-2023,https://inc42.com/buzz/exclusive-home-decor-unicorn-livspace-lays-off-100-employees/,431.0,Series F,20-03-2023 03:46,India,100.0,Unknown
314,Symend,Calgary,Other,0.25,17-03-2023,https://betakit.com/symend-reduces-team-by-25-percent-in-restructuring-four-months-after-54-million-round/,148.0,Series C,23-03-2023 16:41,Canada,50.0,Unknown
315,Candor Technology,Atlanta,Real Estate,0.135,17-03-2023,https://www.housingwire.com/articles/mortgage-ai-firm-candor-conducts-layoffs/,23.0,Unknown,17-03-2023 23:48,United States,82.0,Unknown
316,Freshworks,SF Bay Area,Support,0.02,16-03-2023,https://www.moneycontrol.com/news/business/freshworks-undertakes-another-round-of-layoffs-10259901.html,484.0,Post-IPO,16-03-2023 15:15,United States,114.0,Unknown
317,Coherent,SF Bay Area,Manufacturing,0.15,16-03-2023,https://www.siliconvalley.com/2023/03/16/coherent-fremont-job-cut-tech-layoff-google-facebook-twitter-economy/,481.6666666666667,Post-IPO,17-03-2023 04:11,United States,108.0,Unknown
318,Runtastic,Linz,Fitness,0.28,16-03-2023,"https://www.nachrichten.at/wirtschaft/runtastic-streicht-70-von-250-stellen-in-oesterreich;art15,3804088a",479.3333333333333,Acquired,16-03-2023 15:14,Austria,70.0,Unknown
319,Course Hero,SF Bay Area,Education,0.15,16-03-2023,https://techcrunch.com/2023/03/16/course-hero-edtech-unicorn-last-valued-at-3-6-billion-conducts-layoffs/,477.0,Series C,16-03-2023 21:24,United States,42.0,Unknown
320,Leafly,Seattle,Retail,0.21,16-03-2023,https://www.geekwire.com/2023/leafly-reportedly-lays-off-employees-for-second-time-in-a-year/,71.0,Post-IPO,17-03-2023 00:24,United States,40.0,Unknown
321,Bonusly,Boulder,HR,0.24,16-03-2023,https://www.bizjournals.com/denver/news/2023/03/16/boulder-software-startup-bonusly-layoffs.html,31.0,Series B,17-03-2023 23:50,United States,90.0,Unknown
322,Klaviyo,Boston,Marketing,0.27,15-03-2023,https://techcrunch.com/2023/03/15/klaviyo-conducts-company-wide-layoffs/,778.0,Unknown,16-03-2023 01:12,United States,140.0,Unknown
323,Dukaan,Bengaluru,Retail,0.3,15-03-2023,https://inc42.com/buzz/exclusive-lightspeed-backed-dukaan-lays-off-30-workforce/,17.0,Series A,16-03-2023 15:16,India,56.0,Unknown
324,Boxed,New York City,Retail,0.25,15-03-2023,https://www.crainsnewyork.com/technology/e-commerce-firm-boxedcom-shed-25-staff-it-looks-buyer,365.0,Post-IPO,17-03-2023 15:54,United States,32.0,Unknown
325,Nubank,Sao Paulo,Finance,0.275,15-03-2023,https://brazilian.report/liveblog/politics-insider/2023/06/07/nubank-layoffs-restructuring/,4100.0,Post-IPO,08-06-2023 17:28,Brazil,30.0,Unknown
326,TradeWindow,Auckland,Finance,0.3,15-03-2023,https://www.nbr.co.nz/investment/tradewindow-to-cut-a-third-of-workforce/,24.0,Series B,15-03-2023 15:26,New Zealand,25.0,Unknown
327,Hometap,Boston,Real Estate,0.23333333333333334,15-03-2023,https://www.bizjournals.com/boston/news/2023/03/15/hometap-cuts-jobs-in-sales-and-operations.html,172.0,Unknown,18-03-2023 16:11,United States,5012.5,Unknown
328,Meta,SF Bay Area,Consumer,0.16666666666666666,14-03-2023,https://about.fb.com/news/2023/03/mark-zuckerberg-meta-year-of-efficiency/,26000.0,Post-IPO,14-03-2023 15:19,United States,10000.0,Unknown
329,Fetch,Madison,Retail,0.1,14-03-2023,https://www.theinformation.com/articles/softbank-backed-fetch-rewards-cuts-staff-amid-shopping-slowdown?rc=yjxoek,581.0,Series E,14-03-2023 20:25,United States,100.0,Unknown
330,Anchorage Digital,SF Bay Area,Crypto,0.2,14-03-2023,https://www.theinformation.com/briefings/crypto-bank-anchorage-digital-lays-off-20-of-staff,487.0,Series D,15-03-2023 15:36,United States,75.0,Unknown
331,Avidbots,Kitchener,Hardware,0.14,14-03-2023,https://www.therecord.com/business/2023/03/14/very-difficult-decision-kitchener-robotics-firm-avidbots-confirms-layoffs.html,106.0,Series C,17-03-2023 00:25,Canada,50.0,Unknown
332,Samsung,SF Bay Area,Hardware,0.22,14-03-2023,https://www.zeebiz.com/companies/news-samsung-layoffs-2023-south-korean-giant-cuts-3-jobs-at-us-chip-subsidiary-225788,61.0,Post-IPO,15-03-2023 15:42,United States,30.0,Unknown
333,Kaleidoscope,Minneapolis,Finance,0.3,14-03-2023,https://www.bizjournals.com/twincities/inno/stories/news/2023/03/14/minneapolis-fintech-startup-layoff-kaleidoscope.html,16.0,Series A,17-03-2023 00:22,United States,15.0,Unknown
334,GoTo Group,Jakarta,Transportation,0.25,10-03-2023,https://www.reuters.com/technology/indonesia-tech-firm-goto-announces-layoffs-impacts-around-600-roles-statement-2023-03-10/,1300.0,Post-IPO,10-03-2023 15:57,Indonesia,600.0,Unknown
335,Cookpad,Tokyo,Consumer,0.2,10-03-2023,https://www.nikkei.com/article/DGXZQOUC109F70Q3A310C2000000/,990.5,Unknown,15-03-2023 15:37,Japan,80.0,Unknown
336,Xero,Wellington,Finance,0.15,09-03-2023,https://www.stuff.co.nz/business/300826021/xero-plans-to-cut-up-to-800-jobs,681.0,Post-IPO,09-03-2023 06:03,New Zealand,800.0,https://docs.google.com/spreadsheets/d/1mmQOBZmL0K9lsEgRp-EeRKwgEftuhehj6wEak-JdgWA/edit#gid=0
337,Shopee,Jakarta,Food,0.08499999999999999,09-03-2023,https://www.techinasia.com/shopee-conducts-new-layoffs-in-indonesia,2040.5,Unknown,10-03-2023 15:58,Indonesia,200.0,Unknown
338,Gopuff,Philadelphia,Food,0.02,09-03-2023,https://www.bloomberg.com/news/articles/2023-03-09/gopuff-fires-2-of-workforce-in-latest-round-of-job-cuts#xj4y7vzkg,3400.0,Series H,10-03-2023 05:21,United States,100.0,Unknown
339,Wave Financial,Toronto,Finance,0.18999999999999997,09-03-2023,https://thelogic.co/briefing/fintech-wave-financial-lays-off-50-employees/,79.0,Acquired,10-03-2023 05:17,Canada,50.0,Unknown
340,Morning Brew,New York City,Media,0.36,09-03-2023,https://www.axios.com/2023/03/09/morning-brew-lays-off-40-people,55.0,Acquired,09-03-2023 19:38,United States,40.0,Unknown
341,Bonusly,Boulder,HR,0.53,09-03-2023,https://www.linkedin.com/posts/victoriayang_community-opentowork-people-activity-7039726482155352064-sIoK/,31.0,Series B,10-03-2023 15:56,United States,40.5,Unknown
342,Neoleukin Therapeutics,Seattle,Healthcare,0.7,09-03-2023,https://www.geekwire.com/2023/shares-of-neoleukin-therapeutics-spike-after-announcing-layoffs-and-potential-sale-or-merger/,157.0,Post-IPO,13-03-2023 20:11,United States,41.0,Unknown
343,Toucan,Los Angeles,Education,1.0,09-03-2023,https://www.linkedin.com/posts/taylornieman_some-news-coming-out-of-the-toucan-nest-today-activity-7039679436387995648-uFyA/,137.0,Series A,10-03-2023 05:20,United States,41.5,Unknown
344,Wattpad,Toronto,Media,0.15,08-03-2023,https://betakit.com/wattpad-lays-off-15-percent-of-workforce/,117.0,Acquired,09-03-2023 06:05,Canada,42.0,Unknown
345,Appcues,Boston,Data,0.15,08-03-2023,https://www.bizjournals.com/boston/news/2023/03/08/appcues-lays-off-nearly-15-of-workforce.html,52.0,Series B,11-03-2023 18:07,United States,171.0,Unknown
346,Pristyn Care,Gurugram,Healthcare,0.15,07-03-2023,https://yourstory.com/2023/03/sequoia-backed-pristyn-care-lays-off-300-employees-shuts-medical-tourism-vertical,177.0,Series E,07-03-2023 15:44,India,300.0,Unknown
347,Zwift,Los Angeles,Fitness,0.15,07-03-2023,https://www.dcrainmaker.com/2023/03/zwift-layoffs-announces-reducing-workforce.html,619.0,Series C,08-03-2023 05:06,United States,80.0,Unknown
348,Catch,New York City,Finance,1.0,07-03-2023,https://catch.co/thank-you/,18.0,Series A,07-03-2023 15:43,United States,164.0,Unknown
349,RDX Works,London,Crypto,0.25,07-03-2023,https://telegra.ph/RDX-Works-Company-Update-Mar-2023-03-07,6.0,Unknown,23-03-2023 16:44,United Kingdom,248.0,Unknown
350,Take-Two Interactive,New York City,Consumer,0.18333333333333335,07-03-2023,https://www.gamespot.com/articles/gta-parent-company-confirms-layoffs-primarily-impacting-non-development-positions/1100-6512117/,2700.0,Post-IPO,08-03-2023 05:08,United States,332.0,Unknown
351,Zulily,Seattle,Retail,0.11666666666666667,07-03-2023,https://www.geekwire.com/2023/zulily-lays-off-employees-for-the-second-time-in-a-year-amid-revenue-declines/,194.0,Acquired,10-03-2023 05:22,United States,416.0,Unknown
352,Atlassian,Sydney,Other,0.05,06-03-2023,https://www.cnbc.com/2023/03/06/atlassian-cuts-5percent-of-headcount-as-it-focuses-on-high-priority-areas.html,210.0,Post-IPO,07-03-2023 00:12,Australia,500.0,https://docs.google.com/spreadsheets/d/1-QzKH6l-a6rrW9rBAZuVWgMgVi_-8TgbQhNVe-s8IEQ/edit#gid=0
353,SiriusXM,New York City,Media,0.08,06-03-2023,https://variety.com/2023/digital/news/siriusxm-layoffs-465-employees-1235543907/,525.0,Post-IPO,07-03-2023 00:15,United States,475.0,Unknown
354,Alerzo,Ibadan,Retail,0.09,06-03-2023,https://techcabal.com/2023/03/06/alerzo-lays-off-900/,16.0,Series B,07-03-2023 01:30,Nigeria,400.0,Unknown
355,UKG,Miami,HR,0.1,06-03-2023,https://www.bizjournals.com/boston/news/2023/03/09/ukg-cuts-over-260-positions-worldwide.html,323.5,Unknown,08-03-2023 15:39,United States,265.0,Unknown
356,UpGrad,Mumbai,Education,0.11,06-03-2023,https://www.financialexpress.com/industry/upgrad-lays-off-30-workforce-at-subsidiary/3000299/lite/,631.0,Unknown,07-03-2023 01:26,India,120.0,Unknown
357,HomeLane,Bengaluru,Retail,0.12,06-03-2023,https://www.thehindubusinessline.com/companies/homelane-lays-off-30-40-employees-in-product-tech-roles/article66587127.ece,116.0,Series E,08-04-2023 01:09,India,30.0,Unknown
358,Ankorstore,Paris,Retail,0.13,06-03-2023,https://www.businessinsider.com/ankorstore-tiger-global-backed-startup-set-to-slash-roles-sources-say-2023-3,365.0,Series C,08-03-2023 15:36,France,21.5,Unknown
359,No Fluff Jobs,Gydnia,HR,0.13999999999999999,04-03-2023,https://www.wirtualnemedia.pl/artykul/zwolnienia-no-fluff-jobs-praca-oferty,576.5,Acquired,03-04-2023 03:43,Poland,13.0,Unknown
360,Loft,Sao Paulo,Real Estate,0.15,03-03-2023,https://startups.com.br/demissoes/loft/,788.0,Unknown,03-03-2023 23:01,Brazil,340.0,Unknown
361,Embark Trucks,SF Bay Area,Transportation,0.7,03-03-2023,https://techcrunch.com/2023/03/03/embark-trucks-lays-off-workers-explores-liquidation-of-self-driving-truck-assets/,317.0,Post-IPO,03-03-2023 22:57,United States,230.0,Unknown
362,Lendi,Sydney,Real Estate,0.5883333333333333,03-03-2023,https://www.theaustralian.com.au/business/financial-services/cbabacked-lendi-cuts-jobs-amid-slowing-home-loan-market/news-story/2c3af53306e8f7142076c19a9b2914bb?amp&nk=0a6e5860a1d2cd2b0ebc810544084b9b-1677884919,59.0,Unknown,03-03-2023 23:09,Australia,100.0,Unknown
363,UserTesting,SF Bay Area,Marketing,0.4766666666666667,03-03-2023,https://www.bizjournals.com/sanfrancisco/news/2023/03/03/usertesting-userzoom-thoma-bravo-layoffs-sunstone.html,152.0,Acquired,04-03-2023 00:59,United States,63.0,Unknown
364,Airbnb,SF Bay Area,Travel,0.365,03-03-2023,https://www.bloomberg.com/news/articles/2023-03-03/airbnb-layoffs-hit-recruiting-staff-even-as-it-selectively-hires,6400.0,Post-IPO,04-03-2023 03:56,United States,30.0,Unknown
365,Accolade,Seattle,Healthcare,0.25333333333333335,03-03-2023,https://www.bizjournals.com/seattle/news/2023/03/03/accolade-layoffs-reducing-office-footprint-seattle.html,458.0,Post-IPO,07-03-2023 01:19,United States,79.0,Unknown
366,Indigo,Boston,Other,0.14166666666666672,03-03-2023,https://www.bizjournals.com/boston/news/2023/03/03/indigo-ag-layoffs-2023.html,1200.0,Series F,04-03-2023 00:48,United States,128.0,Unknown
367,Zscaler,SF Bay Area,Security,0.03,02-03-2023,https://www.crn.com/news/security/zscaler-discloses-layoffs-for-3-percent-of-employees,148.0,Post-IPO,03-03-2023 22:59,United States,177.0,Unknown
368,MasterClass,SF Bay Area,Education,0.05666666666666667,02-03-2023,https://www.bizjournals.com/sanfrancisco/news/2023/03/02/masterclass-yanka-layoffs-education-tech-celebs.html,461.0,Series E,04-03-2023 00:59,United States,79.0,Unknown
369,Ambev Tech,Blumenau,Food,0.08333333333333334,02-03-2023,https://omunicipioblumenau.com.br/economia-em-pauta-ambev-tech-de-blumenau-demite-50-funcionarios-e-interrompe-abertura-de-vagas/,237.0,Acquired,04-03-2023 00:50,Brazil,50.0,Unknown
370,Fittr,Pune,Fitness,0.11,02-03-2023,https://inc42.com/buzz/exclusive-fittr-lays-off-11-of-workforce-after-losses-pile-up/,13.0,Series A,03-03-2023 23:07,India,30.0,Unknown
371,CNET,SF Bay Area,Media,0.1,02-03-2023,https://www.theverge.com/2023/3/2/23622231/cnet-layoffs-ai-articles-seo-red-ventures,20.0,Acquired,04-03-2023 03:57,United States,12.0,Unknown
372,Comparis,Zurich,Finance,0.1,02-03-2023,https://www.nzz.ch/finanzen/massenentlassung-bei-comparis-das-vergleichsportal-sieht-sich-als-opfer-der-finanzmarktaufsicht-ld.1728686?reduced=true,6460.0,Unknown,08-03-2023 15:37,Switzerland,93.33333333333333,Unknown
373,Flipkart,Bengaluru,Retail,0.55,02-03-2023,https://economictimes.indiatimes.com/prime/technology-and-startups/inside-flipkarts-downsizing-drive-layoffs-meagre-pay-hikes-more-pips/primearticleshow/98342831.cms,12900.0,Acquired,07-03-2023 01:23,India,174.66666666666666,Unknown
374,Kandela,Los Angeles,Consumer,1.0,02-03-2023,https://therealdeal.com/la/2023/03/02/moving-concierge-startup-kandela-declares-bankruptcy/,6686.0,Acquired,05-03-2023 02:35,United States,256.0,Unknown
375,Orchard,New York City,Real Estate,0.6799999999999999,02-03-2023,https://www.linkedin.com/posts/orchardhomes_today-we-announced-the-sad-news-that-we-are-activity-7037112016125231106--GHj/,472.0,Series D,19-03-2023 03:32,United States,337.3333333333333,https://docs.google.com/spreadsheets/d/11czpYSz5PdhmXHg0Vq_wuDQEMPLoZQ8I9cN5Qx53HZU/edit#gid=0
376,Truckstop.com,Boise,Logistics,0.36,02-03-2023,https://www.freightwaves.com/news/size-of-layoffs-at-truckstop-com-unknown,610.0,Acquired,04-03-2023 03:58,United States,418.66666666666663,Unknown
377,Thoughtworks,Chicago,Other,0.04,01-03-2023,https://techcrunch.com/2023/03/01/thoughtworks-layoffs-economic-slowdown/,748.0,Post-IPO,02-03-2023 04:06,United States,500.0,Unknown
378,iFood,Sao Paulo,Food,0.06,01-03-2023,https://economia.uol.com.br/noticias/redacao/2023/03/01/ifood-demissao-funcionarios.htm,2100.0,Subsidiary,02-03-2023 04:13,Brazil,355.0,Unknown
379,Color Health,SF Bay Area,Healthcare,0.07,01-03-2023,https://www.beckershospitalreview.com/digital-health/color-health-lays-off-300-employees-amid-shift-away-from-covid-19-testing.html,482.0,Series E,03-03-2023 22:55,United States,300.0,https://airtable.com/shrztJEMNaqMAUOyr/tbliqmZamSABWdDoP
380,Waymo,SF Bay Area,Transportation,0.08,01-03-2023,https://www.theinformation.com/articles/alphabets-robotaxi-unit-waymo-says-it-laid-off-8,5500.0,Subsidiary,02-03-2023 04:08,United States,209.0,Unknown
381,PayFit,Paris,HR,0.2,01-03-2023,https://www.lesechos.fr/start-up/next40-vivatech/payfit-se-separe-de-20-de-ses-effectifs-1910932,495.0,Series E,02-03-2023 04:17,France,200.0,Unknown
382,Yellow.ai,SF Bay Area,Support,0.17,01-03-2023,https://inc42.com/buzz/conversational-ai-startup-yellow-ai-fires-200-employees/,102.0,Series C,02-03-2023 04:12,United States,200.0,Unknown
383,Sonder,SF Bay Area,Travel,0.14,01-03-2023,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001819395/000181939523000010/son-20230301.htm,839.0,Post-IPO,02-03-2023 04:16,United States,100.0,Unknown
384,Protego Trust Bank,Seattle,Crypto,0.5,01-03-2023,https://www.coindesk.com/business/2023/03/01/crypto-bank-charter-firm-protego-trust-lays-off-most-of-its-workforce-source/,70.0,Series A,03-03-2023 23:16,United States,150.0,Unknown
385,Electronic Arts,Baton Rouge,Consumer,0.29000000000000004,28-02-2023,https://kotaku.com/ea-apex-legends-bugs-layoffs-respawn-zoom-1850168472,2.0,Post-IPO,02-03-2023 04:10,United States,200.0,Unknown
386,Eventbrite,SF Bay Area,Consumer,0.08,28-02-2023,https://www.reuters.com/markets/us/ticketing-service-provider-eventbrite-lay-off-8-workforce-2023-02-28/,557.0,Post-IPO,01-03-2023 00:59,United States,80.0,https://docs.google.com/spreadsheets/d/1HWHQissWfO_u0hDYgOv9OYCUDbpWImXTT0od04G2fJg/htmlview
387,DUX Education,Bengaluru,Education,1.0,28-02-2023,https://inc42.com/buzz/edtech-startup-dux-education-to-cease-operations-by-april-2023/,521.0,Unknown,03-03-2023 23:05,India,153.33333333333331,Unknown
388,MeridianLink,Los Angeles,Finance,0.09,28-02-2023,https://www.marketscreener.com/quote/stock/MERIDIANLINK-INC-125185257/news/MeridianLink-A-Message-from-MeridianLink-CEO-Nicolaas-Vlok-43111536/,485.0,Post-IPO,01-03-2023 00:53,United States,226.66666666666666,Unknown
389,Sono Motors,Munich,Transportation,0.12,27-02-2023,https://twitter.com/sonomotors/status/1630246207137419264,126.0,Post-IPO,28-02-2023 05:02,Germany,300.0,https://docs.google.com/spreadsheets/d/1l_rGoc_GegLiJ3mgkqM54VIkRvJV3KQA7SYtAWfb-jw/edit#gid=1208363482
390,Cerebral,SF Bay Area,Healthcare,0.15,27-02-2023,https://www.businessinsider.com/cerebral-cuts-15-percent-staff-285-employees-layoffs-february-2023-2,462.0,Series C,27-02-2023 23:41,United States,285.0,Unknown
391,Amount,Chicago,Finance,0.25,27-02-2023,https://www.chicagobusiness.com/finance-banking/fintech-amount-cuts-about-quarter-its-staff,283.0,Unknown,03-03-2023 23:03,United States,130.0,Unknown
392,Palantir,Denver,Data,0.02,27-02-2023,https://www.cnbc.com/2023/02/27/palantir-layoffs-75-employees-2percent-of-workforce.html,3000.0,Post-IPO,27-02-2023 23:40,United States,75.0,Unknown
393,Outreach,Seattle,Sales,0.07,27-02-2023,https://www.geekwire.com/2023/sales-startup-outreach-to-lay-off-70-employees-7-of-workforce-and-slow-office-expansion/,489.0,Series G,28-02-2023 18:44,United States,70.0,Unknown
394,Stytch,SF Bay Area,Security,0.25,27-02-2023,https://www.bizjournals.com/sanfrancisco/inno/stories/news/2023/02/27/s-f-startup-stytch-lays-off-25-of-staff.html,126.0,Series B,01-03-2023 00:51,United States,19.0,Unknown
395,BitSight,Tel Aviv,Security,0.175,26-02-2023,https://www.calcalistech.com/ctechnews/article/r1zxrmkri,401.0,Unknown,27-02-2023 17:26,Israel,40.0,Unknown
396,Twitter,SF Bay Area,Consumer,0.1,25-02-2023,https://www.nytimes.com/2023/02/26/technology/twitter-layoffs.html,12900.0,Post-IPO,26-02-2023 20:58,United States,200.0,Unknown
397,Ericsson,Stockholm,Other,0.08,24-02-2023,https://www.reuters.com/business/media-telecom/ericsson-lay-off-8500-employees-memo-2023-02-24/,663.0,Post-IPO,24-02-2023 05:00,Sweden,8500.0,Unknown
398,SAP Labs,Bengaluru,Other,0.09428571428571429,24-02-2023,https://economictimes.indiatimes.com/tech/technology/sap-labs-lays-off-300-staffers-in-india/articleshow/98189199.cms,1300.0,Subsidiary,24-02-2023 23:40,India,300.0,Unknown
399,Velodyne Lidar,SF Bay Area,Transportation,0.10857142857142857,24-02-2023,https://www.mercurynews.com/2023/02/24/tech-biotech-job-cut-san-jose-san-mateo-pleasanton-layoff-covid/,575.0,Acquired,24-02-2023 18:32,United States,220.0,Unknown
400,Medallia,SF Bay Area,Support,0.12285714285714286,24-02-2023,https://www.mercurynews.com/2023/02/24/tech-biotech-job-cut-san-jose-san-mateo-pleasanton-layoff-covid/,325.0,Acquired,24-02-2023 18:30,United States,59.0,Unknown
401,Eat Just,SF Bay Area,Food,0.13714285714285715,24-02-2023,https://www.bloomberg.com/news/articles/2023-02-24/eat-just-to-cut-about-18-of-staff-in-plant-based-egg-division#xj4y7vzkg,465.0,Unknown,27-02-2023 17:24,United States,40.0,Unknown
